       3
(7e14.5)
     0.0000e+00     0.0000e+00      0  0  0.00
     299   1.00000  0.0000e+00
  -4.24550e-06   6.42758e-06   1.90096e-05   3.30175e-05   4.77744e-05   6.24774e-05   7.62456e-05
   8.81437e-05   9.72396e-05   1.02675e-04   1.03734e-04   9.99273e-05   9.10557e-05   7.72547e-05
   5.90254e-05   3.72344e-05   1.30766e-05  -1.20132e-05  -3.64498e-05  -5.85547e-05  -7.66752e-05
  -8.93669e-05  -9.55638e-05  -9.47138e-05  -8.68827e-05  -7.28401e-05  -5.41120e-05  -3.29697e-05
  -1.23291e-05   4.44112e-06   1.37432e-05   1.19955e-05  -4.02589e-06  -3.67443e-05  -8.73669e-05
  -1.55554e-04  -2.39137e-04  -3.33901e-04  -4.33509e-04  -5.29614e-04  -6.12169e-04  -6.69948e-04
  -6.91269e-04  -6.64952e-04  -5.81356e-04  -4.33514e-04  -2.18327e-04   6.23834e-05   4.01081e-04
   7.83971e-04   1.19078e-03   1.59522e-03   1.96621e-03   2.26996e-03   2.47201e-03   2.53983e-03
   2.44695e-03   2.17546e-03   1.71911e-03   1.08679e-03   3.02712e-04  -5.94457e-04  -1.55132e-03
  -2.50136e-03  -3.37009e-03  -4.07860e-03  -4.54764e-03  -4.70929e-03  -4.51879e-03  -3.96421e-03
  -3.06197e-03  -1.85917e-03  -4.59083e-04   9.92522e-04   2.34424e-03   3.45111e-03   4.19842e-03
   4.51106e-03   4.36932e-03   3.83159e-03   3.01594e-03   2.06051e-03   1.09734e-03   2.31764e-04
  -4.72793e-04  -9.97188e-04  -1.35358e-03  -1.56267e-03  -1.64163e-03  -1.60449e-03  -1.46588e-03
  -1.24433e-03  -9.66577e-04  -6.69968e-04  -3.86851e-04  -1.34860e-04   7.40742e-05   2.32143e-04
   3.42715e-04   4.10357e-04   4.34149e-04   4.18154e-04   3.67925e-04   2.90562e-04   1.99817e-04
   1.11085e-04   3.13739e-05  -3.88481e-05  -9.60184e-05  -1.36337e-04  -1.62206e-04  -1.77265e-04
  -1.85265e-04  -1.87069e-04  -1.77634e-04  -1.54591e-04  -1.25967e-04  -1.00584e-04  -7.24609e-05
  -3.40152e-05   1.48814e-05   6.64809e-05   1.12137e-04   1.48118e-04   1.73537e-04   1.87700e-04
   1.89694e-04   1.81683e-04   1.66211e-04   1.41959e-04   1.08581e-04   6.99517e-05   3.02199e-05
  -6.28307e-06  -3.51336e-05  -5.62311e-05  -7.23051e-05  -8.47128e-05  -9.31063e-05  -9.64600e-05
  -9.24636e-05  -8.23755e-05  -6.88824e-05  -5.32546e-05  -3.84028e-05  -2.62629e-05  -1.46095e-05
  -2.11709e-06   1.12760e-05   2.47496e-05   3.50676e-05   4.10598e-05   4.40107e-05   4.38489e-05
   3.92229e-05   2.94850e-05   1.61886e-05   3.32390e-06  -6.14682e-06  -1.28330e-05  -1.77676e-05
  -1.93063e-05  -1.71830e-05  -1.32401e-05  -9.21275e-06  -5.46113e-06  -9.83119e-07   2.50384e-06
   1.86191e-06  -3.24669e-06  -1.19381e-05  -2.25981e-05  -3.15801e-05  -3.61308e-05  -3.69691e-05
  -3.48344e-05  -2.89356e-05  -1.87452e-05  -5.05583e-06   1.02093e-05   2.52495e-05   3.94430e-05
   5.25676e-05   6.21696e-05   6.61197e-05   6.53028e-05   6.09417e-05   5.27318e-05   4.08015e-05
   2.67063e-05   1.13432e-05  -5.81079e-06  -2.34783e-05  -3.90444e-05  -5.08946e-05  -5.68588e-05
  -5.54111e-05  -4.88131e-05  -4.09646e-05  -3.40630e-05  -2.78336e-05  -1.98936e-05  -9.80889e-06
   4.58890e-07   9.55872e-06   1.61938e-05   1.94660e-05   2.03151e-05   1.99229e-05   1.78855e-05
   1.37560e-05   8.73926e-06   4.54715e-06   2.82425e-06   3.66303e-06   5.21773e-06   5.73317e-06
   4.26088e-06   9.30825e-07  -2.98114e-06  -6.01894e-06  -7.96235e-06  -9.67802e-06  -1.11194e-05
  -1.16971e-05  -1.16480e-05  -1.11356e-05  -9.10095e-06  -4.21179e-06   2.79854e-06   9.68686e-06
   1.49238e-05   1.75224e-05   1.81078e-05   1.85895e-05   1.99342e-05   2.16069e-05   2.27992e-05
   2.26086e-05   2.01736e-05   1.59087e-05   9.57453e-06  -4.83653e-07  -1.45129e-05  -3.01994e-05
  -4.45855e-05  -5.55484e-05  -6.21295e-05  -6.32244e-05  -5.71525e-05  -4.35304e-05  -2.46836e-05
  -4.16117e-06   1.44741e-05   2.86812e-05   3.80340e-05   4.30179e-05   4.47179e-05   4.46270e-05
   4.32233e-05   4.01861e-05   3.53470e-05   2.93762e-05   2.38096e-05   1.94272e-05   1.48002e-05
   7.49617e-06  -3.06411e-06  -1.51034e-05  -2.59663e-05  -3.27567e-05  -3.39225e-05  -3.07889e-05
  -2.60668e-05  -2.15962e-05  -1.74711e-05  -1.34846e-05  -9.95156e-06  -7.05456e-06  -4.09058e-06
   3.18432e-07   5.70155e-06   9.89012e-06   1.12780e-05   9.83459e-06   6.64911e-06   3.11009e-06
   6.16780e-07   4.92989e-07   2.77128e-06   5.68535e-06   7.25071e-06   6.75310e-06   4.87789e-06
   2.16108e-06  -1.14950e-06  -4.13128e-06  -5.30296e-06  -3.86158e-06
     0.0000e+00     0.0000e+00      0  0  0.00
     299   1.00000  0.0000e+00
   7.07668e-06   2.80068e-06  -1.25001e-06  -4.89537e-06  -7.99203e-06  -1.04639e-05  -1.23244e-05
  -1.36473e-05  -1.45742e-05  -1.53293e-05  -1.61959e-05  -1.74879e-05  -1.95373e-05  -2.26778e-05
  -2.72045e-05  -3.33116e-05  -4.10618e-05  -5.03782e-05  -6.10071e-05  -7.24442e-05  -8.39540e-05
  -9.46302e-05  -1.03411e-04  -1.09114e-04  -1.10476e-04  -1.06236e-04  -9.52782e-05  -7.67614e-05
  -5.02103e-05  -1.56261e-05   2.63775e-05   7.44836e-05   1.26679e-04   1.80295e-04   2.32066e-04
   2.78284e-04   3.14982e-04   3.38217e-04   3.44419e-04   3.30732e-04   2.95388e-04   2.38070e-04
   1.60190e-04   6.50134e-05  -4.22965e-05  -1.54709e-04  -2.63583e-04  -3.59164e-04  -4.31248e-04
  -4.70014e-04  -4.67686e-04  -4.20998e-04  -3.32854e-04  -2.10275e-04  -6.26086e-05   9.48693e-05
   2.40953e-04   3.55105e-04   4.20789e-04   4.27597e-04   3.75252e-04   2.73526e-04   1.38100e-04
  -1.10990e-05  -1.52847e-04  -2.70623e-04  -3.56571e-04  -4.08755e-04  -4.25219e-04  -4.04306e-04
  -3.47092e-04  -2.61051e-04  -1.57068e-04  -4.60318e-05   6.27944e-05   1.71311e-04   2.77604e-04
   3.76802e-04   4.60701e-04   5.14698e-04   5.23263e-04   4.72732e-04   3.55279e-04   1.82319e-04
